Open,Close,High,Low,Volume,Date
41.54,41.42,42.16,40.84,,04/14/16
41.63,41.76,42.42,41.24,,04/13/16
40.35,42.07,42.25,40.09,,04/12/16
39.72,40.41,40.75,39.25,,04/11/16
37.52,39.65,39.84,37.45,,04/08/16
37.76,37.26,38.3,36.69,,04/07/16
36.52,37.69,37.9,36.43,,04/06/16
35.5,35.89,36.58,35.24,,04/05/16
36.61,35.75,37.21,35.46,,04/04/16
38.14,36.77,38.56,36.63,,04/01/16
38.3,38.34,39.04,37.57,,03/31/16
38.52,38.37,39.85,38.14,,03/30/16
39.32,38.31,39.48,37.91,,03/29/16
39.55,39.34,40.14,38.86,,03/28/16
39.73,39.48,39.77,38.33,,03/24/16
41.19,39.8,41.34,39.67,,03/23/16
0,41.41,41.9,40.77,,03/22/16
39.06,39.91,40.3,38.61,,03/21/16
40.25,39.47,41.2,39.15,,03/18/16
38.59,40.19,40.36,38.47,,03/17/16
36.74,38.5,38.63,36.61,,03/16/16
37.37,36.33,37.4,35.96,,03/15/16
38.17,37.22,38.77,36.68,,03/14/16
37.99,38.5,39.02,37.92,,03/11/16
38.17,37.84,38.48,37.21,,03/10/16
36.36,38.2,38.51,36.24,,03/09/16
37.94,36.49,38.39,36.12,,03/08/16
36.2,37.89,38.11,36.09,,03/07/16
34.66,35.91,36.34,34.4,,03/04/16
34.73,34.57,35.32,34.19,,03/03/16
33.89,34.57,35.17,33.55,,03/02/16
33.9,34.4,34.76,33.37,,03/01/16
32.72,33.75,33.98,32.32,,02/29/16
33.04,32.71,34.69,32.64,,02/26/16
32.19,33.13,33.49,31.07,,02/25/16
31.28,32.15,32.4,30.56,,02/24/16
0,31.85,33.53,31.22,,02/23/16
29.72,31.48,32.05,29.48,,02/22/16
30.6,29.6,30.73,29.05,,02/19/16
31.35,30.77,31.98,30.27,,02/18/16
29.14,30.66,31.49,28.73,,02/17/16
29.08,29.07,31.53,28.7,,02/16/16
27.3,29.44,29.66,26.95,,02/12/16
27.34,26.2,27.48,26.05,,02/11/16
28.36,27.58,29.22,27.24,,02/10/16
30.17,28.07,30.61,27.74,,02/09/16
30.97,29.72,31.38,29.57,,02/08/16
31.64,30.89,32.45,30.63,,02/05/16
32.71,31.67,33.6,31.53,,02/04/16
29.75,32.31,32.75,29.4,,02/03/16
31.37,29.88,31.53,29.57,,02/02/16
33.83,31.65,34.18,31.29,,02/01/16
33.7,33.66,34.4,32.65,,01/29/16
32.19,33.24,34.82,31.74,,01/28/16
30.55,32.29,32.84,30.14,,01/27/16
29.81,31.45,32.41,29.25,,01/26/16
32.05,30.39,32.74,29.68,,01/25/16
29.84,32.19,32.35,29.53,,01/22/16
0,29.53,30.25,27.87,,01/21/16
28.33,26.76,28.58,26.19,,01/20/16
29.2,28.46,30.21,28.21,,01/19/16
31.18,29.4,31.18,29.13,,01/15/16
30.6,31.27,31.77,30.28,,01/14/16
30.54,30.42,31.71,30.1,,01/13/16
31.11,30.44,32.21,29.93,,01/12/16
32.94,31.41,33.2,30.88,,01/11/16
33.3,33.15,34.34,32.64,,01/08/16
34.09,33.28,34.26,32.1,,01/07/16
36.18,33.97,36.39,33.77,,01/06/16
36.9,35.95,37.1,35.74,,01/05/16
37.6,36.76,38.39,36.33,,01/04/16
